result,spieler,matchesplayed,minutesplayed,team,land,q,gebdat,pos,laenderspiele,laenderspieltore,quelle,tore,assists,attemptsontarget,attemptsofftarget,attemptsblocked,foulscommited,foulssuffered,yellowcards,passes,passescomplete
1521,Caner Erkin,9,810,Turkey,Türkei,q,32420,Mittelfeld,47,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=98804/index.html,,,3,5,0,10,7,0,379,307
1530,Marios Nikolaou,10,847,Cyprus,Zypern,nq,30593,Mittelfeld,53,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=48519/index.html,,,2,1,0,10,6,2,437,399
1534,Attila Fiola,10,855,Hungary,Ungarn,q,32921,Verteidigung,15,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250029650/index.html,,,1,0,0,10,9,1,304,273
1559,Dragoş Grigore,10,900,Romania,Rumänien,q,31662,Verteidigung,20,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011636/index.html,,,1,4,0,10,8,1,307,278
1236,Josep Ayala,7,432,Andorra,Andorra,nq,29319,Mittelfeld,83,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=48762/index.html,,,0,1,0,11,7,4,30,21
1241,Igors Tarasovs,5,437,Latvia,Lettland,nq,32432,Verteidigung,15,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=98877/index.html,,,1,2,0,11,3,2,108,84
1299,Steve Borg,6,474,Malta,Malta,nq,32278,Verteidigung,18,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97275/index.html,,,0,0,1,11,2,0,112,87
1307,Aleksandar Mitrović,7,485,Serbia,Serbien,nq,34593,Angriff,22,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042869/index.html,,,2,8,0,11,18,3,93,75
1312,Daniel Da Mota,9,497,Luxembourg,Luxemburg,nq,31301,Angriff,70,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=71703/index.html,,,2,4,2,11,3,3,87,56
1317,Denis Glushakov,7,509,Russia,Russland,q,31804,Mittelfeld,43,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=250002908/index.html,,,3,5,6,11,3,2,334,308
1397,James Morrison,7,630,Scotland,Schottland,nq,31557,Mittelfeld,41,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=69591/index.html,,,1,2,0,11,6,3,383,350
1409,Maciej Rybus,8,632,Poland,Polen,q,32739,Mittelfeld,41,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=103881/index.html,,,0,6,1,11,8,2,231,204
1413,Alexander Ring,8,640,Finland,Finnland,nq,33337,Mittelfeld,37,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013332/index.html,,,4,2,3,11,8,2,299,251
1422,Taulant Xhaka,8,663,Albania,Albanien,q,33325,Mittelfeld,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905362/index.html,,,2,2,1,11,12,2,192,177
1472,Paul Fenech,9,728,Malta,Malta,nq,31766,Mittelfeld,33,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=68384/index.html,,,2,1,1,11,9,3,220,193
1476,Conor McLaughlin,9,739,Northern Ireland,Nordirland,q,33445,Verteidigung,18,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1908055/index.html,,,2,2,0,11,12,3,228,183
1505,Darijo Srna,9,810,Croatia,Kroatien,q,30072,Verteidigung,129,22,http://www.uefa.com/uefaeuro/season=2016/teams/player=48893/index.html,,,0,4,1,11,22,2,437,381
1524,Neil Taylor,9,810,Wales,Wales,q,32546,Verteidigung,28,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=102222/index.html,,,2,1,0,11,7,2,218,186
1531,Michele Polverino,10,852,Liechtenstein,Liechtenstein,nq,30951,Mittelfeld,54,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=71764/index.html,,,1,2,1,11,21,2,297,265
1533,Yevhen Khacheridi,10,855,Ukraine,Ukraine,q,31986,Verteidigung,42,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011944/index.html,,,0,2,0,11,15,4,495,456
1152,Victor Rodríguez,5,340,Andorra,Andorra,nq,32027,Mittelfeld,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250018919/index.html,,,1,0,0,12,5,0,35,28
1196,Sokol Çikalleshi,7,374,Albania,Albanien,q,33081,Angriff,18,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005325/index.html,,,5,4,5,12,7,1,59,46
1226,Dwayn Holter,6,412,Luxembourg,Luxemburg,nq,34865,Mittelfeld,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250022903/index.html,,,2,1,0,12,4,2,113,94
1278,Varazdat Haroyan,5,450,Armenia,Armenien,nq,33840,Verteidigung,20,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006151/index.html,,,1,0,0,12,0,1,130,109
1313,Emil Hallfredsson,7,500,Iceland,Island,q,30862,Mittelfeld,54,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=57117/index.html,,,2,5,0,12,4,0,218,197
1367,Stanislav Manolev,7,580,Bulgaria,Bulgarien,nq,31397,Verteidigung,45,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=101194/index.html,,,1,5,1,12,18,0,185,162
1388,Gabriel Torje,9,625,Romania,Rumänien,q,32834,Mittelfeld,51,12,http://www.uefa.com/uefaeuro/season=2016/teams/player=103292/index.html,,,7,13,6,12,5,3,156,114
1420,Axel Witsel,8,654,Belgium,Belgien,q,32520,Mittelfeld,68,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=103335/index.html,,,2,4,8,12,14,0,343,326
1428,Lorik Cana,8,671,Albania,Albanien,q,30524,Mittelfeld,90,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=66720/index.html,,,0,4,0,12,5,2,245,200
1485,Sebastian Larsson,11,771,Sweden,Schweden,q,31204,Mittelfeld,84,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=62487/index.html,,,3,0,2,12,7,2,263,224
1490,James McCarthy,9,790,Republic of Ireland,Irland,q,33189,Mittelfeld,35,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1901607/index.html,,,1,2,2,12,10,2,294,244
1500,Domagoj Vida,9,810,Croatia,Kroatien,q,32627,Verteidigung,38,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=108567/index.html,,,0,3,0,12,6,2,524,501
1528,Jeff Hendrick,10,835,Republic of Ireland,Irland,q,33634,Mittelfeld,21,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005036/index.html,,,3,2,5,12,4,1,267,219
1574,Tamás Kádár,11,990,Hungary,Ungarn,q,32946,Verteidigung,29,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=107921/index.html,,,0,1,0,12,1,1,337,297
1576,Vyacheslav Shevchuk,12,1035,Ukraine,Ukraine,q,28988,Verteidigung,53,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=55031/index.html,,,3,3,1,12,14,0,423,339
1146,Tomasz Jodłowiec,6,331,Poland,Polen,q,31298,Mittelfeld,43,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1903950/index.html,,,1,1,0,13,1,1,96,78
1335,Ulan Konysbayev,8,536,Kazakhstan,Kasachstan,nq,32656,Mittelfeld,31,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250007288/index.html,,,1,4,1,13,12,0,142,123
1340,Norbert Gyömber,6,540,Slovakia,Slowakei,q,33788,Verteidigung,13,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004993/index.html,,,0,0,0,13,2,3,104,93
1411,Cristian Martínez,8,633,Andorra,Andorra,nq,32797,Mittelfeld,37,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=102328/index.html,,,3,2,0,13,12,3,46,35
1412,Ken Kallaste,8,635,Estonia,Estland,nq,32386,Verteidigung,27,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=105347/index.html,,,0,3,0,13,12,2,144,126
1431,Marko Simić,8,680,Montenegro,Montenegro,nq,31944,Verteidigung,17,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250026719/index.html,,,0,1,0,13,9,3,237,214
1456,Martin Škrtel,8,720,Slovakia,Slowakei,q,31031,Verteidigung,81,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=65030/index.html,,,1,1,0,13,8,5,364,330
1482,André Schembri,10,767,Malta,Malta,nq,31559,Angriff,71,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=63986/index.html,,,2,2,2,13,21,0,210,165
1491,Julian Baumgartlinger,9,791,Austria,Österreich,q,32144,Mittelfeld,45,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=98843/index.html,,,2,2,1,13,23,2,526,463
1492,Mirko Palazzi,9,794,San Marino,San Marino,nq,31857,Mittelfeld,26,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97583/index.html,,,1,0,0,13,9,2,81,56
1496,Chris Baird,9,801,Northern Ireland,Nordirland,q,30007,Verteidigung,78,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=52045/index.html,,,1,2,1,13,8,3,261,230
1507,Kaspars Gorkšs,9,810,Latvia,Lettland,nq,29896,Verteidigung,77,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=52600/index.html,,,0,2,1,13,7,2,264,227
1525,Daley Blind,10,814,Netherlands,Niederlande,nq,32941,Mittelfeld,36,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=108908/index.html,,,1,3,1,13,7,2,700,639
1527,Kári Árnason,10,828,Iceland,Island,q,30237,Mittelfeld,47,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=98970/index.html,,,1,2,1,13,6,1,376,312
1563,Karol Mets,10,900,Estonia,Estland,nq,34105,Verteidigung,27,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013527/index.html,,,0,1,0,13,12,3,412,386
1207,Amir Abrashi,7,388,Albania,Albanien,q,32959,Mittelfeld,18,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005185/index.html,,,0,1,0,14,2,2,143,125
1212,Artur Ioniţa,5,396,Moldova,Moldawien,nq,33102,Mittelfeld,23,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=103883/index.html,,,5,3,1,14,4,0,91,80
1301,Cesc Fàbregas,6,476,Spain,Spanien,q,31901,Mittelfeld,105,15,http://www.uefa.com/uefaeuro/season=2016/teams/player=70072/index.html,,,6,6,3,14,8,1,549,504
1316,Dennis Salanovic,7,507,Liechtenstein,Liechtenstein,nq,35121,Mittelfeld,13,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042316/index.html,,,1,4,0,14,8,1,66,50
1348,Alexandru Gaţcan,6,540,Moldova,Moldawien,nq,30768,Mittelfeld,49,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=53659/index.html,,,2,5,2,14,9,3,226,186
1377,William Kvist,8,602,Denmark,Dänemark,nq,31102,Mittelfeld,67,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=64294/index.html,,,1,1,0,14,14,2,391,370
1384,Valon Behrami,7,619,Switzerland,Schweiz,q,31156,Mittelfeld,66,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=69153/index.html,,,1,1,0,14,15,1,388,365
1410,Aleksandr Martynovich,8,633,Belarus,Belarus,nq,32015,Verteidigung,50,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=74771/index.html,,,0,1,0,14,6,5,216,189
1437,Artūras Žulpa,8,691,Lithuania,Litauen,nq,33034,Mittelfeld,17,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=107706/index.html,,,1,2,0,14,5,0,151,132
1450,Roland Juhász,9,711,Hungary,Ungarn,q,30498,Verteidigung,91,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=48984/index.html,,,0,3,0,14,11,3,289,261
1473,Emir Spahić,9,731,Bosnia and Herzegovina,Bosnien,nq,29451,Verteidigung,89,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=65535/index.html,,,1,3,1,14,7,3,512,449
1486,Per Ciljan Skjelbred,12,774,Norway,Norwegen,nq,31944,Mittelfeld,40,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=73603/index.html,,,2,4,3,14,11,1,363,314
1489,Viktor Pečovský,9,780,Slovakia,Slowakei,q,30460,Mittelfeld,32,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=63209/index.html,,,1,2,0,14,5,0,316,305
1537,Oliver Norwood,10,874,Northern Ireland,Nordirland,q,33340,Mittelfeld,34,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907885/index.html,,,6,6,1,14,10,1,295,254
1541,Ragnar Nattestad,10,888,Faroe Islands,Faroe Islands,nq,34551,Verteidigung,13,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250022780/index.html,,,3,2,0,14,5,2,207,174
1543,Rashad F. Sadygov,10,900,Azerbaijan,Azerbaijan,nq,30118,Verteidigung,100,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=57291/index.html,,,1,1,0,14,9,2,537,504
1572,Andreas Granqvist,11,990,Sweden,Schweden,q,31153,Verteidigung,52,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=95669/index.html,,,0,0,0,14,8,3,504,459
1334,Christopher Martins,7,535,Luxembourg,Luxemburg,nq,35480,Mittelfeld,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250047077/index.html,,,2,3,0,15,15,3,94,77
1338,Nicola Chiaruzzi,6,538,San Marino,San Marino,nq,32136,Mittelfeld,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97584/index.html,,,0,2,0,15,11,2,113,90
1440,Muhamed Bešić,9,693,Bosnia and Herzegovina,Bosnien,nq,33857,Mittelfeld,26,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250022319/index.html,,,3,3,1,15,7,0,437,397
1459,Jónas Tór Naes,8,720,Faroe Islands,Faroe Islands,nq,31773,Mittelfeld,45,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=63101/index.html,,,0,0,0,15,5,2,160,123
1484,Scott Brown,9,769,Scotland,Schottland,nq,31223,Mittelfeld,50,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=74694/index.html,,,0,1,0,15,10,1,459,422
1575,Miralem Pjanić,12,999,Bosnia and Herzegovina,Bosnien,nq,32965,Mittelfeld,68,11,http://www.uefa.com/uefaeuro/season=2016/teams/player=104071/index.html,,,6,10,12,15,11,2,602,512
1578,Stefan Johansen,12,1077,Norway,Norwegen,nq,33246,Mittelfeld,29,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905539/index.html,,,3,1,5,15,12,2,666,566
1264,Leonard Zhuta,5,450,FYR Macedonia,Mazedonien,nq,33825,Verteidigung,11,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250064675/index.html,,,0,0,0,16,3,3,125,107
1374,Ákos Elek,8,587,Hungary,Ungarn,q,32345,Mittelfeld,38,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014594/index.html,,,2,1,0,16,15,4,138,119
1512,Tim Sparv,9,810,Finland,Finnland,nq,31828,Mittelfeld,52,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=69658/index.html,,,1,4,1,16,6,3,468,428
1526,Andreas Samaris,10,826,Greece,Griechenland,nq,32672,Mittelfeld,22,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907791/index.html,,,1,5,3,16,15,2,507,457
1568,Joseph Chipolina,10,900,Gibraltar,Gibraltar,nq,32125,Verteidigung,18,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250057189/index.html,,,6,2,3,16,5,2,274,203
1571,Artem Fedetskiy,11,945,Ukraine,Ukraine,q,31163,Verteidigung,49,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=98610/index.html,,,0,4,4,16,19,4,373,317
1328,Igor Shitov,6,526,Belarus,Belarus,nq,31709,Verteidigung,50,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=97641/index.html,,,0,1,1,17,8,2,236,190
1380,Nikola Vukčević,8,610,Montenegro,Montenegro,nq,33585,Mittelfeld,16,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250009903/index.html,,,0,0,1,17,8,2,295,268
1386,Fródi Benjaminsen,7,621,Faroe Islands,Faroe Islands,nq,28473,Mittelfeld,87,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=26614/index.html,,,1,4,1,17,11,3,143,119
1451,Glenn Whelan,9,713,Republic of Ireland,Irland,q,30694,Mittelfeld,70,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=58002/index.html,,,2,2,0,17,7,4,361,326
1455,Mihai Pintilii,8,720,Romania,Rumänien,q,30995,Mittelfeld,32,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250039882/index.html,,,0,2,0,17,3,3,363,320
1495,Taras Stepanenko,9,796,Ukraine,Ukraine,q,32728,Mittelfeld,29,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902685/index.html,,,3,6,2,17,6,3,338,301
1360,Sergei Khizhnichenko,8,557,Kazakhstan,Kasachstan,nq,33436,Angriff,36,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005228/index.html,,,1,2,0,18,6,0,113,84
1364,Marc Garcia,8,567,Andorra,Andorra,nq,32223,Verteidigung,30,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=63794/index.html,,,1,0,0,18,6,2,51,26
1407,Ruslan Rotan,8,631,Ukraine,Ukraine,q,29888,Mittelfeld,88,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=54090/index.html,,,8,4,3,18,7,2,290,265
1424,Albin Ekdal,8,668,Sweden,Schweden,q,32717,Mittelfeld,22,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=102351/index.html,,,2,4,0,18,25,2,299,258
1448,Marcio Vieira,9,708,Andorra,Andorra,nq,30965,Mittelfeld,66,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103667/index.html,,,2,3,0,18,7,5,63,40
1538,Jasmin Kurtič,11,874,Slovenia,Slowenien,nq,32509,Mittelfeld,34,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250007299/index.html,,,1,14,5,18,15,1,514,464
1546,Christian Fuchs,10,900,Austria,Österreich,q,31509,Verteidigung,75,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=67702/index.html,,,0,1,2,18,4,0,410,360
1520,Svetoslav Dyakov,9,810,Bulgaria,Bulgarien,nq,30833,Mittelfeld,31,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=98969/index.html,,,0,0,0,19,11,4,388,345
1373,Gevorg Ghazaryan,7,587,Armenia,Armenien,nq,32238,Mittelfeld,49,9,http://www.uefa.com/uefaeuro/season=2016/teams/player=99981/index.html,,,2,4,4,24,16,2,199,169
1569,Kim Källström,11,909,Sweden,Schweden,q,30187,Mittelfeld,128,16,http://www.uefa.com/uefaeuro/season=2016/teams/player=43841/index.html,,,1,3,6,24,7,4,599,506
1419,Perparim Hetemaj,8,650,Finland,Finnland,nq,31758,Mittelfeld,43,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=97606/index.html,,,2,4,2,28,35,3,294,262
358,Fredrik Gulbrandsen,1,1,Norway,Norwegen,nq,33857,Angriff,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004768/index.html,,,0,0,0,,,,,
359,Michał Żyro,1,1,Poland,Polen,q,33867,Angriff,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250007291/index.html,,,0,0,0,,,,,
361,Denis Alibec,1,1,Romania,Rumänien,q,33243,Angriff,4,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1908272/index.html,,,0,0,0,,,,2,1
362,Gareth Sciberras,1,1,Malta,Malta,nq,30404,Mittelfeld,43,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=48685/index.html,,,0,0,0,,,,4,4
363,Marin Leovac,1,1,Croatia,Kroatien,q,32362,Verteidigung,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905039/index.html,,,0,0,0,,,,,
364,Adnan Januzaj,1,1,Belgium,Belgien,q,34735,Mittelfeld,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250064531/index.html,,,0,0,0,,,,1,0
365,Alessandro Bianchi,1,1,San Marino,San Marino,nq,32708,Angriff,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103116/index.html,,,0,0,0,,,,1,1
366,Radoslav Vasilev,1,1,Bulgaria,Bulgarien,nq,33158,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=107898/index.html,,,0,0,0,,,,1,1
367,Marcin Komorowski,1,1,Poland,Polen,q,30789,Verteidigung,13,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1903773/index.html,,,0,0,0,,,,1,1
369,Ventislav Vasilev,1,2,Bulgaria,Bulgarien,nq,32332,Verteidigung,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=108832/index.html,,,0,0,0,,,,,
370,Ádám Simon,1,2,Hungary,Ungarn,q,32962,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103846/index.html,,,0,0,0,,,,2,1
371,Teemu Tainio,1,2,Finland,Finnland,nq,29186,Mittelfeld,62,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=26142/index.html,,,0,0,0,,,,,
373,Michał Kucharczyk,1,2,Poland,Polen,q,33317,Angriff,8,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006012/index.html,,,0,0,0,,,,1,1
374,Emyr Huws,2,2,Wales,Wales,q,34242,Mittelfeld,7,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250003907/index.html,,,0,0,0,,,,,
375,Stefan Strandberg,1,3,Norway,Norwegen,nq,33079,Verteidigung,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250007795/index.html,,,0,0,0,,,,5,3
376,Leonel Alves,1,3,Andorra,Andorra,nq,34240,Angriff,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250019472/index.html,,,0,0,0,,,,,
377,Ryan Scicluna,1,3,Malta,Malta,nq,34180,Verteidigung,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250019219/index.html,,,0,0,0,,,,2,2
379,Jurijs Žigajevs,1,3,Latvia,Lettland,nq,31365,Mittelfeld,35,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=62674/index.html,,,0,0,0,,,,1,1
380,Andrea Poli,1,3,Italy,Italien,q,32780,Mittelfeld,5,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=103811/index.html,,,0,0,0,,,,1,1
381,Pavel Savitski,1,3,Belarus,Belarus,nq,34527,Angriff,3,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250023098/index.html,,,0,0,0,,,,,
382,Debatik Çurri,1,3,Albania,Albanien,q,30678,Verteidigung,44,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=106202/index.html,,,0,0,0,,,,,
383,Olexandr Zinchenko,1,3,Ukraine,Ukraine,q,35414,Mittelfeld,3,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250056861/index.html,,,0,0,0,,,,2,2
384,Juli Sánchez,1,4,Andorra,Andorra,nq,28661,Mittelfeld,66,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=46094/index.html,,,0,0,0,,,,2,2
385,Vytautas Lukša,1,4,Lithuania,Litauen,nq,30908,Mittelfeld,26,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=95537/index.html,,,0,0,0,,,,,
386,Abdullah Khalili,1,4,Sweden,Schweden,q,33762,Mittelfeld,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005575/index.html,,,0,0,0,,,,6,5
387,Olexandr Karavaev,2,5,Ukraine,Ukraine,q,33757,Mittelfeld,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004740/index.html,,,0,0,0,,,,3,3
388,Mehmet Ekici,1,5,Turkey,Türkei,q,32957,Mittelfeld,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250003319/index.html,,,0,0,0,,,,1,1
389,Andreas Papathanasiou,1,5,Cyprus,Zypern,nq,30592,Angriff,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250001558/index.html,,,0,0,0,,,,,
391,Dorin Goian,1,5,Romania,Rumänien,q,29567,Verteidigung,60,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=70449/index.html,,,0,0,0,,,,2,2
392,Olexandr Gladkiy,2,5,Ukraine,Ukraine,q,32013,Angriff,11,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=73035/index.html,,,0,0,0,,,,1,1
393,Filip Hološko,1,6,Slovakia,Slowakei,q,30698,Angriff,65,9,http://www.uefa.com/uefaeuro/season=2016/teams/player=58062/index.html,,,1,0,0,,,,1,1
394,Elyaniv Barda,1,6,Israel,Israel,nq,29935,Angriff,37,11,http://www.uefa.com/uefaeuro/season=2016/teams/player=56002/index.html,,,0,0,0,,,,4,4
395,Aleksandre Karapetyan,1,6,Armenia,Armenien,nq,32134,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250060533/index.html,,,0,0,0,,,,5,5
396,Alessandro Golinucci,1,6,San Marino,San Marino,nq,34617,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011898/index.html,,,0,0,0,,,,,
397,Jake Taylor,1,6,Wales,Wales,q,33573,Angriff,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006408/index.html,,,0,0,0,,,,,
399,Kostakis Artymatas,1,6,Cyprus,Zypern,nq,34074,Mittelfeld,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006179/index.html,,,0,0,0,,,,6,5
400,Shaun MacDonald,2,6,Wales,Wales,q,32311,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103193/index.html,,,0,0,0,,,,4,4
401,Jan Kopic,1,6,Czech Republic,Tschechien,q,33028,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250034779/index.html,,,0,0,0,,,,1,1
402,Marco Schönbächler,1,7,Switzerland,Schweiz,q,32884,Mittelfeld,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=108758/index.html,,,0,1,0,,,,6,5
403,Anton Tinnerholm,1,7,Sweden,Schweden,q,33295,Verteidigung,3,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250037611/index.html,,,0,0,0,,,,4,4
404,Alban Meha,1,7,Albania,Albanien,q,31528,Mittelfeld,7,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250054507/index.html,,,0,0,0,,,,8,8
405,Juan Toscano,1,7,Andorra,Andorra,nq,30908,Angriff,22,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=94709/index.html,,,0,0,0,,,,1,1
406,Zhambyl Kukeyev,2,7,Kazakhstan,Kasachstan,nq,32406,Mittelfeld,28,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=98214/index.html,,,0,0,0,,,,4,3
407,Vardan Pogosyan,1,7,Armenia,Armenien,nq,33671,Angriff,2,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250075610/index.html,,,0,0,0,,,,,
408,Mattia Destro,1,7,Italy,Italien,q,33317,Angriff,8,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907121/index.html,,,0,1,0,,,,1,1
410,Tautvydas Eliošius,1,8,Lithuania,Litauen,nq,33545,Mittelfeld,4,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012574/index.html,,,0,0,0,,,,3,3
411,Valdet Rama,1,8,Albania,Albanien,q,32101,Angriff,15,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250015918/index.html,,,0,0,0,,,,,
412,Rodrigo,1,8,Spain,Spanien,q,33303,Angriff,1,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014558/index.html,,,0,0,0,,,,3,2
